Text,Emotion
"Her lovely face reflecting her complete and utter bewilderment , she queried slowly , ` Why on earth would I want to claim kin",surprise
Constance looked at him in bewild,surprise
Mr Stokill must have noticed my look of bewild,surprise
He paused as his mother stared at him in bewild,surprise
"She seemed flabbergasted , but rallied and asked me if I would look in at the Gray Mare in Kilburn and say ` hello "" to her son Joe Kelly who worked",surprise
I tell you I was flabbergasted and right terrified out of m,surprise
"Charles was absolutely flabbergasted , but he had n't really got time to analyse his rea",surprise
` At first I was too flabbergasted to do an,surprise
"Utterly flabbergasted , Leith began to realise that he was accusing her of announcing their ` engagement "" to all and ",surprise
Rachel had been nonp,surprise
She was totally nonp,surprise
"Mait was momentarily nonplussed , but soon recovered , as he mentally ran through the possible effects of this on hi",surprise
"It is also worth speculating on the fate of what must have been a nonplussed Christopher Chryselius , Sir John Pennington must have been thoroughly annoyed at the outcome",surprise
He looked quite nonp,surprise
"Usually so mentally attuned , so aware of what she was thinking and feeling , he looked angry and nonplussed , unable to understand her with",surprise
"Ethel shook her head in puzzlement , but a gleam had been coming into Eames '",surprise
Emily could see his puzz,surprise
"Quick -- sign the register , get out , escape from the puzzlement in he",surprise
I pointed out that I kissed Frankie but she dismissed my puzz,surprise
"Claudia , frowning , turned to gaze at him in total puzz",surprise
Had witnessed her puzzlement and then her shocked surprise as she realised what ,surprise
Paul 's tone and expression showed his puzz,surprise
He could see Harry 's puzz,surprise
And now she could see the puzzlement on everyone ',surprise
He saw her glance up in puzzlement and ask why he was still fully d,surprise
"Pitching my voice to a tone of mild puzzlement , I called , ` What 's a rattlesnake doing up ",surprise
Her brow creased in puzz,surprise
"` Can it really work ? "" enquired his startled col",surprise
"Gus said : ` Of course ! "" in a slightly startled voice , and visibly withdrew his vision and his thoughts from some distant preoccupation in which she had n",surprise
They burst in on the somewhat startled signalman who was puzzled by the dramatic appearance of the two familiar,surprise
The man turned round and looked at Robyn with startle,surprise
Their heads were close together and as he appeared they all looked up in unison with startled faces and fell ,surprise
His eyes were so far out of his head that he looked like a startled grass,surprise
She looked startled when I snapped at her : ` What have they worked,surprise
The girl looked st,surprise
Maurice seemed st,surprise
Jinny was so startled that she nearly kicked the bucke,surprise
Corbett stopped his horse and turned to the startled ,surprise
She gave him a startled ,surprise
"And having made the mistake a bird seldom gets a second chance , for the startled butterfly takes off , not in the direction the bird might have expected but , apparently , bac",surprise
He laughed at Claudia 's startled expr,surprise
"No less a person than Gloria Estefan rang my startled publisher before leaving London , to order the Ology book , because she was crazy for the comme",surprise
"Ana started to laugh and Mitch gave her a startled glance and then laughed ruefully too , giving her",surprise
Then his startled gaze met the glowing eyes above the white patch of the handkerchief the man was holding at his,surprise
"` About what , dear ? "" she asked in a startled",surprise
"Before she could utter the cry of alarm which rose in her throat his hand had closed over her mouth , and Paige 's startled eyes blinked at him over t",surprise
"Lucy felt startled , but forced herself to remai",surprise
"Herman , startled but pleased , moved in , only to be disconcerted as Erika pushed hi",surprise
Israel and I pushed by the startled and helpless usher and swaggered into the arena dressed in our Mau Mau un,surprise
"The man stared at her in stunned silence , his chest rising and falling with some kind of agi",surprise
The Germans still seemed s,surprise
The man seemed s,surprise
"With a last , quizzical look at her slightly stunned expression , he waited for Mike to join him , then both men walked out of the suite , leaving her alone wi",surprise
"Then Isabel saw Ellen 's stunned face and realised that her maid , at least , did not know she had spent the night",surprise
"For a moment there was a stunned silence from his workmates and then pent-up breath was released in what seemed like a communal sigh , before the chief waggoner yelled , ` C",surprise
"Anne watched her for a few moments in stunned silence , trying to decide if she meant what she ha",surprise
"I am stunned to find him so fine and ruddy in the startling , bleak white of this room ; so handsome in the face of my decay , my washed-out skin and faded eyes , my smears of blood and perspi",surprise
A stunned Mrs Hanley said as she left court : ` We never wanted anybody to go to prison over ,surprise
"The Odones were left stunned when they were told in 1984 at the Children 's Hospital in Washington DC that their fun-loving , brilliant six-year-old son -- he already spoke three languages -- had ALD , and was under sentence of",surprise
In front of stunned mourners he told grieving widow Linsay Robinson to ` pay up or ,surprise
"In her ` Daughter of Evil "" ( McShane , 1980 ) she stresses her own lifelong affection for her mother and her stunned reaction at being convicted and sen",surprise
"First of all the crowd was stunned , and then they erupted , giving Allan a marvellous reception on his lap of honour But the night was yet",surprise
"The next thing he knew he was lying on the floor , half stunned , beans ever",surprise
"When anything important happens you 're stunned , and thrown out for a while , and then you",surprise
"She looked stunned , almost like a sleep",surprise
"Maggie was stunned , but not for long ; her temper su",surprise
` Tears of rage and despair have been shed by SNP workers and our voters are s,surprise
"Shadow ministers , who had been behaving as if they were about to move into Whitehall , looked stunned and sha",surprise
Most Germans looked on stunned as the results from the two state elections on 5 April flashed across their television s,surprise
"Julia , stunned but dry-eyed , had given her statement to the ",surprise
He was a bit stunned and rushed home to raise the,surprise
"She took two or three large breaths over the top of her bag of groceries , while Mrs Stych watched her stupefaction with compl",surprise
I can understand the apparent stupefaction of all p,surprise
"Taking advantage of Guy 's momentary stupefaction , she wriggled out from under him and leapt off the bed , everything forgotten but the need to escape from something she dared not put a n",surprise
Another step forward and Pooley noted to his utter stupefaction that it had vanished altogether into emp,surprise
Downes shook his head in stupef,surprise
"Athelstan sat in complete stupefaction , drinking his beer , as Cranston cleared every platter , washing it all down with another bowl of ",surprise
"Except the O'Neil family in the first row of the circle , who sat in stupefied amazement , hardly believing what they had wit",surprise
"If the birds are disturbed during the process , there could be large numbers of stupefied birds fluttering amongst the traffic as the morning progresses with public complaints resulting , "" the report ",surprise
It was Blackberry who bullied the stupefied Pipkin to his feet and forced him to limp the few yards to the grave,surprise
"He woke stupefied , flicking his tongue over his parched lips like a r",surprise
Laura stared up at Ross in stupefied ama,surprise
"The pain had faded into the background and she was starting to feel stupefied , her head stuffed with cotton wool , her eyes",surprise
